filename,true,predicted,probabilities
/content/dataset grape disease/Leaf Blight/a3ed2570-7749-432c-971b-56c684aac305___FAM_L.Blight 4579.JPG,3,3,"[1.8277971150504335e-11, 4.115746909949536e-10, 3.2618124781030877e-12, 1.0]"
/content/dataset grape disease/ESCA/4aaf91ba-6ac8-4286-880b-39c856fcb8f2___FAM_B.Msls 4431.JPG,2,2,"[3.1184336861973494e-18, 6.085905965846905e-07, 0.9999994039535522, 6.748800407407884e-10]"
/content/dataset grape disease/ESCA/0efbc06a-3f10-4a56-bd7d-a8a9d0e66be2___FAM_B.Msls 1874.JPG,2,2,"[8.22374227905e-19, 1.5619237956343568e-06, 0.9999984502792358, 3.3345971817144715e-11]"
/content/dataset grape disease/Black Rot/98121417-4882-4f55-8bf3-88eac2aeb254___FAM_B.Rot 3561_flipLR.JPG,1,1,"[3.258661447776666e-14, 0.9999918937683105, 7.961000846989919e-06, 1.2169387275662302e-07]"
/content/dataset grape disease/Leaf Blight/8ec33d2f-9a5e-45a8-93f3-0eed57944d7b___FAM_L.Blight 1377.JPG,3,3,"[7.254219980268317e-08, 0.0017016397323459387, 2.197058347519487e-05, 0.9982763528823853]"
/content/dataset grape disease/ESCA/357f9b61-fb6e-4a4f-9fa4-c3ca396033a1___FAM_B.Msls 4276.JPG,2,2,"[4.977274392037513e-35, 3.1019100917171127e-17, 1.0, 9.141295715013023e-24]"
/content/dataset grape disease/Healthy/c431d237-0d9a-42ea-b51c-953341859808___Mt.N.V_HL 9109_270deg.JPG,0,0,"[0.999998927116394, 2.2129984955654436e-08, 7.134710156009305e-09, 1.0758429880297626e-06]"
/content/dataset grape disease/Black Rot/4f96ed73-52e2-4f42-9c1c-afb7d89ef39f___FAM_B.Rot 5066_flipLR.JPG,1,1,"[7.516805645806091e-13, 0.9999951124191284, 4.4763096411770675e-06, 3.689146979013458e-07]"
/content/dataset grape disease/Healthy/cad08b01-b03c-4bee-a786-a6118ec09c37___Mt.N.V_HL 6081_new30degFlipLR.JPG,0,0,"[1.0, 4.969902290543563e-17, 1.335541332481987e-16, 1.16138201486371e-11]"
/content/dataset grape disease/ESCA/567493c2-1977-4bcc-aa03-23bad3c8a9f1___FAM_B.Msls 4083.JPG,2,2,"[1.4186941156670752e-27, 7.584934535456454e-17, 1.0, 7.907471322803999e-19]"
/content/dataset grape disease/ESCA/9de47576-150a-461f-b81b-dc97aad7aa0b___FAM_B.Msls 4344.JPG,2,2,"[2.0265517412980212e-25, 9.790935423525937e-13, 1.0, 1.2319591292001366e-17]"
/content/dataset grape disease/Black Rot/3d918f29-4267-4af3-bd42-009480633b8f___FAM_B.Rot 0454_flipLR.JPG,1,1,"[1.8514905320704544e-12, 0.9999997615814209, 2.9334398732316913e-07, 3.0535077938376176e-11]"
/content/dataset grape disease/Leaf Blight/ce477444-5531-480b-8d5b-3e998b73ef26___FAM_L.Blight 4892_flipLR.JPG,3,3,"[7.479227237539021e-10, 8.220624736487991e-10, 9.531532896289718e-09, 1.0]"
/content/dataset grape disease/Black Rot/bdb4ef38-8207-498a-8cbb-3d37c7782ca2___FAM_B.Rot 3261_flipLR.JPG,1,1,"[3.3177328939704154e-11, 0.9999998807907104, 1.4865695163734927e-07, 4.6233253669925034e-08]"
/content/dataset grape disease/ESCA/cf0f8293-858a-4605-beda-aef20d97af2b___FAM_B.Msls 1087.JPG,2,2,"[8.971123429399652e-24, 8.520835592662479e-09, 1.0, 1.1799888086224623e-14]"
/content/dataset grape disease/Black Rot/33a6b4b5-8cc8-4533-b831-eb40c4ec61f9___FAM_B.Rot 3188_flipLR.JPG,1,1,"[1.520238470699431e-13, 0.9997416138648987, 0.0002583933819551021, 1.532334370502042e-09]"
/content/dataset grape disease/Leaf Blight/42a253b5-cad2-4748-8c89-5511b901cb3e___FAM_L.Blight 1598_flipLR.JPG,3,3,"[1.247348890842659e-10, 1.5282342058497989e-10, 2.8079136238368108e-12, 1.0]"
/content/dataset grape disease/ESCA/21800966-33fe-49a2-9756-28aa00aec362___FAM_B.Msls 1838.JPG,2,2,"[8.807883748726867e-16, 3.3770791718623627e-10, 1.0, 2.6559449084473385e-12]"
/content/dataset grape disease/Leaf Blight/ec190efa-7e6a-46d7-bdec-c9bf94f72681___FAM_L.Blight 3651.JPG,3,3,"[1.5644855203000851e-12, 2.2264650192949098e-11, 6.342638545452084e-13, 1.0]"
/content/dataset grape disease/Healthy/d1d71d89-a456-4ac7-9388-9d9871691382___Mt.N.V_HL 6205_90deg.JPG,0,0,"[1.0, 2.5943116099824692e-08, 1.1364970596561275e-11, 1.67273861428896e-10]"
/content/dataset grape disease/ESCA/516e48d7-37c1-4c21-8ac8-d0a1659bbdde___FAM_B.Msls 0979_flipLR.JPG,2,2,"[4.211636248085959e-11, 0.0017301536863669753, 0.99826979637146, 1.51613210874757e-08]"
/content/dataset grape disease/Leaf Blight/6a5b455f-4dce-47d9-b376-ee72e3cbe562___FAM_L.Blight 3789_flipLR.JPG,3,3,"[1.2008348759806609e-09, 8.903427439754807e-10, 3.5785812091404523e-09, 1.0]"
/content/dataset grape disease/Healthy/14d473e9-7495-41fb-857a-b21d014950fb___Mt.N.V_HL 8997_180deg.JPG,0,0,"[0.9999984502792358, 1.1612191883614287e-06, 7.0699543996965986e-09, 3.367398733189475e-07]"
/content/dataset grape disease/Black Rot/5341122a-a70e-4c34-a92f-4d7faac26450___FAM_B.Rot 3116.JPG,1,1,"[8.809754314942353e-11, 1.0, 3.734982101377682e-08, 2.2752704165185378e-09]"
/content/dataset grape disease/Leaf Blight/1ee3978e-f86b-4448-9470-3fcc556635bf___FAM_L.Blight 4624.JPG,3,3,"[6.450122554124693e-12, 8.691512398684154e-09, 1.5166233069754953e-12, 1.0]"
/content/dataset grape disease/Leaf Blight/696b7583-64a9-468d-bd05-656c93856c21___FAM_L.Blight 4650.JPG,3,3,"[2.7126123569587435e-10, 2.9806823675926353e-10, 3.202851872607937e-11, 1.0]"
/content/dataset grape disease/Healthy/a47c4d69-8888-45dd-93bf-8f3421960604___Mt.N.V_HL 9082_90deg.JPG,0,0,"[1.0, 1.7141810193521678e-10, 5.47088585642775e-14, 6.207428321358677e-11]"
/content/dataset grape disease/Healthy/103b436c-40f5-40e7-b292-ae1bc619e194___Mt.N.V_HL 6084_270deg.JPG,0,0,"[1.0, 5.284484849710225e-09, 3.5435150907286994e-12, 1.109916672459299e-10]"
/content/dataset grape disease/ESCA/8b993fb5-c4d9-4597-805c-9a8d577bc581___FAM_B.Msls 1187.JPG,2,2,"[1.2388589683918076e-19, 0.00024274332099594176, 0.9997572302818298, 5.55240966051973e-13]"
/content/dataset grape disease/ESCA/6f4e3e0f-9e84-451e-b3aa-61e665ef49b6___FAM_B.Msls 3951.JPG,2,2,"[2.207873706083774e-07, 0.021947748959064484, 0.976305365562439, 0.0017466427525505424]"
/content/dataset grape disease/Healthy/e17f9151-51a0-417d-a7c6-9ad9a2cce0d9___Mt.N.V_HL 9053_180deg.JPG,0,0,"[1.0, 4.524147723117267e-09, 1.2650658515536706e-12, 6.777890748654869e-11]"
/content/dataset grape disease/Healthy/2bd2ff11-36dc-43ec-888c-efa38601ef88___Mt.N.V_HL 8907.JPG,0,0,"[0.9948214292526245, 0.00019698608957696706, 7.315019956877222e-06, 0.004974218551069498]"
/content/dataset grape disease/Black Rot/f25f2d1c-5e6b-42be-9770-638861b73994___FAM_B.Rot 3353_flipLR.JPG,1,1,"[4.9052378159331056e-08, 0.9978455305099487, 0.0012525959173217416, 0.000901759893167764]"
/content/dataset grape disease/Leaf Blight/503c6f7c-c249-4be7-8d75-b205f0f99c30___FAM_L.Blight 4641_flipLR.JPG,3,3,"[1.4070661968901277e-08, 1.5194359548331704e-05, 1.6449571704768573e-09, 0.999984860420227]"
/content/dataset grape disease/Healthy/57bd569d-38f1-495d-b290-cdf4dbbbebf8___Mt.N.V_HL 8964_90deg.JPG,0,0,"[0.9999996423721313, 5.665447133651469e-08, 1.4547075544157906e-08, 3.08842317053859e-07]"
/content/dataset grape disease/Leaf Blight/019e7c07-16e3-4584-baba-5d38defdfb2a___FAM_L.Blight 4742.JPG,3,3,"[1.526494208814455e-11, 3.939037984679317e-09, 3.910003831125719e-12, 1.0]"
/content/dataset grape disease/ESCA/8cd6f5a4-b50a-4701-9961-470f57ebf869___FAM_B.Msls 3937.JPG,2,2,"[3.2041602033405076e-18, 1.5731078939484888e-10, 1.0, 2.314709025581091e-13]"
/content/dataset grape disease/ESCA/59b4d677-d0b2-4e06-ad32-584ed9b3e682___FAM_B.Msls 4028.JPG,2,2,"[1.3771357787119709e-18, 7.157574771592123e-13, 1.0, 6.4423665783585465e-15]"
/content/dataset grape disease/Leaf Blight/076780bc-7b12-4905-901b-71fc23880c84___FAM_L.Blight 3748.JPG,3,3,"[7.740745266993088e-10, 3.801328696262374e-10, 4.895580035108038e-12, 1.0]"
/content/dataset grape disease/Leaf Blight/822016d4-dd11-4aa1-9cc0-5546c38d20e2___FAM_L.Blight 4507.JPG,3,3,"[4.0472132312174836e-09, 5.713694406495051e-09, 3.680149067430971e-12, 1.0]"
/content/dataset grape disease/Leaf Blight/c78dfb86-1584-48ac-a76a-a71ba25f091a___FAM_L.Blight 4983_flipLR.JPG,3,3,"[0.0006818791152909398, 0.00014665027265436947, 5.0996557547478005e-05, 0.9991205334663391]"
/content/dataset grape disease/Black Rot/844fb4ec-7ec0-4a8a-9c1f-a704b9df40db___FAM_B.Rot 0388.JPG,1,1,"[8.435333320733207e-09, 0.9999074935913086, 9.203921217704192e-05, 4.862774289904337e-07]"
/content/dataset grape disease/Black Rot/4559bac5-ad03-4813-a521-84b03ae84a5b___FAM_B.Rot 0335.JPG,1,1,"[3.7499488826142624e-05, 0.999803364276886, 0.00015913034440018237, 4.9808274837914723e-08]"
/content/dataset grape disease/Healthy/fefb8922-dcb4-4dbf-8777-237ad9a99c40___Mt.N.V_HL 6085_180deg.JPG,0,0,"[0.9816360473632812, 0.018194686621427536, 0.00015396888193208724, 1.5341038306360133e-05]"
/content/dataset grape disease/Healthy/b6c49725-ccb9-46a9-abca-c99f51e13d0a___Mt.N.V_HL 6026_180deg.JPG,0,0,"[1.0, 4.7589514551305e-09, 9.498284320522132e-13, 1.5668395400569857e-11]"
/content/dataset grape disease/Leaf Blight/3ec62eb5-098e-4b3b-987a-16e31c4d84ab___FAM_L.Blight 3642_flipLR.JPG,3,3,"[5.144428882886132e-08, 1.7884191265693516e-06, 5.905704014708135e-08, 0.9999980926513672]"
/content/dataset grape disease/Black Rot/515986ac-032f-479a-a71b-085e2e1d61c7___FAM_B.Rot 3404.JPG,1,1,"[4.469082981288508e-13, 0.9998410940170288, 0.00015890887880232185, 1.3885149918735351e-08]"
/content/dataset grape disease/Black Rot/bd154441-20f1-4052-a268-899a73e4b680___FAM_B.Rot 3315.JPG,1,1,"[7.382648312126427e-12, 0.9999662637710571, 9.186143188344431e-07, 3.279611701145768e-05]"
/content/dataset grape disease/ESCA/d7b0a0ed-147a-417a-aa30-7514bb8a05e3___FAM_B.Msls 0992_flipLR.JPG,2,2,"[3.2424881133315196e-17, 1.3125376341349693e-09, 1.0, 1.1148698067162122e-12]"
/content/dataset grape disease/Healthy/4dd8290b-03c6-4c67-972a-357c3de6e7cc___Mt.N.V_HL 6036.JPG,0,0,"[1.0, 9.930047895068128e-10, 1.5394669046486786e-12, 1.4490151266366436e-11]"
/content/dataset grape disease/Healthy/f229b33f-2257-49a7-a135-17d0ef3ca46b___Mt.N.V_HL 6033_new30degFlipLR.JPG,0,0,"[1.0, 2.9878640404515768e-15, 1.3284627575511215e-13, 1.8533060557133357e-13]"
/content/dataset grape disease/Healthy/9268b279-6e48-45ec-98b9-58475d9466e8___Mt.N.V_HL 9132.JPG,0,0,"[0.9998524188995361, 0.00013907533138990402, 2.5478293537162244e-06, 6.014580776536604e-06]"
/content/dataset grape disease/Leaf Blight/921265d1-78f1-4d39-b250-9c85262edbae___FAM_L.Blight 4961.JPG,3,3,"[1.86216198017064e-08, 4.734193126409991e-08, 1.151712392122306e-09, 1.0]"
/content/dataset grape disease/Leaf Blight/6508907b-9a28-49bd-ba19-06bd6ae06827___FAM_L.Blight 4620.JPG,3,3,"[2.473170834793592e-10, 1.7297999477250414e-08, 1.3702987312555481e-12, 1.0]"
/content/dataset grape disease/Black Rot/f86c1a1a-44a0-44d8-9db6-a3f0fc02d2db___FAM_B.Rot 5094.JPG,1,1,"[1.873505474023207e-12, 0.9996131062507629, 0.0003869372303597629, 1.647900660373125e-08]"
/content/dataset grape disease/Healthy/fabd2864-3431-4f44-b3bf-fa3af593fe05___Mt.N.V_HL 9002_270deg.JPG,0,0,"[0.9999982118606567, 6.619855952294529e-08, 1.9138708395871618e-08, 1.7477456140113645e-06]"
/content/dataset grape disease/Leaf Blight/594fbe5a-a79c-44e6-a4b8-86064bcc5115___FAM_L.Blight 1465_flipLR.JPG,3,3,"[9.862997103482485e-05, 0.15053798258304596, 5.8961242757504806e-05, 0.8493043780326843]"
/content/dataset grape disease/Healthy/7d75ec5d-6b46-4017-85f6-0d559a349e9f___Mt.N.V_HL 9104_90deg.JPG,0,0,"[0.9999995231628418, 1.6963313953510806e-07, 1.5027314947957393e-09, 2.5675373649391986e-07]"
/content/dataset grape disease/Leaf Blight/f05c0a7d-3330-4c78-b13f-f89b9929009f___FAM_L.Blight 1651.JPG,3,3,"[2.513198296583141e-06, 2.4336834485438885e-06, 4.680717147209634e-09, 0.9999951124191284]"
/content/dataset grape disease/Leaf Blight/4b45f1a3-1227-4e76-a1a1-7998f1227d08___FAM_L.Blight 1503_flipLR.JPG,3,3,"[1.7014232867040846e-07, 0.0001568478182889521, 3.6138505521421393e-08, 0.9998428821563721]"
/content/dataset grape disease/Black Rot/b58797d0-57a2-4e49-a3fc-7924366faaf8___FAM_B.Rot 3004.JPG,1,1,"[3.393485714653366e-09, 0.9999650716781616, 3.1523410143563524e-05, 3.427070623729378e-06]"
/content/dataset grape disease/Black Rot/10d55a2e-3fa8-4823-bb74-714c5ff225b0___FAM_B.Rot 3001_flipLR.JPG,1,1,"[3.248999402849506e-10, 0.9999806880950928, 1.9131432054564357e-05, 1.9725837319128914e-07]"
/content/dataset grape disease/Leaf Blight/78ea2cf6-88fd-4d5b-af33-812777755230___FAM_L.Blight 1423_flipLR.JPG,3,3,"[1.1341233729922351e-08, 1.7469252711066474e-08, 1.9939841444660544e-10, 1.0]"
/content/dataset grape disease/ESCA/3306483f-5feb-42e3-9c39-0a0b29ac1959___FAM_B.Msls 1767.JPG,2,2,"[1.9354120509609525e-15, 9.360302533067966e-10, 1.0, 2.5987572553967664e-13]"
/content/dataset grape disease/Black Rot/e1e8dd0c-499e-49c5-81e1-c059d83bbf63___FAM_B.Rot 0715.JPG,1,1,"[5.974491734672682e-11, 0.9995788931846619, 0.00040223024552688, 1.8797942175297067e-05]"
/content/dataset grape disease/Leaf Blight/3779f089-e4c0-4818-9248-e4dab781d153___FAM_L.Blight 1460.JPG,3,3,"[0.001013711211271584, 0.030330022796988487, 1.7700456282909727e-06, 0.9686545133590698]"
/content/dataset grape disease/ESCA/e63be3bc-e1ec-4770-9541-fc65e0b3b095___FAM_B.Msls 1025.JPG,2,2,"[1.9212208863736424e-13, 1.944321411428973e-06, 0.9999980926513672, 3.013136615215295e-11]"
/content/dataset grape disease/Healthy/9ac144cb-3abc-404d-a796-bd7904277da5___Mt.N.V_HL 6105_90deg.JPG,0,0,"[1.0, 5.576378026006523e-09, 7.830604654285311e-13, 1.700745322352759e-08]"
/content/dataset grape disease/Black Rot/c38471f9-9a18-4816-8237-36e727c17a93___FAM_B.Rot 0695_flipLR.JPG,1,1,"[9.451320341592392e-14, 0.9999991655349731, 7.835529345356917e-07, 6.10145212132096e-10]"
/content/dataset grape disease/Healthy/5a165993-9c98-476f-a818-0145dd33f18e___Mt.N.V_HL 8932_90deg.JPG,0,0,"[1.0, 5.473808628586596e-10, 1.162428053119724e-11, 3.5517466745460524e-10]"
/content/dataset grape disease/Black Rot/61d82157-b873-457a-ae37-0ed62d6e8c51___FAM_B.Rot 3135_flipLR.JPG,1,1,"[1.613194300364995e-11, 0.9999998807907104, 6.844532407512816e-08, 1.0738108180419204e-09]"
/content/dataset grape disease/ESCA/820171f3-a985-424d-920f-f18d30d7c8be___FAM_B.Msls 3812_flipLR.JPG,2,2,"[3.2643108187216732e-15, 0.0006059749284759164, 0.9993940591812134, 2.4676106644139217e-11]"
/content/dataset grape disease/Healthy/94e1829a-d9ce-4638-8c7b-3a67133de4c9___Mt.N.V_HL 6190_180deg.JPG,0,0,"[0.9999845027923584, 1.5417597751365975e-05, 1.2533692306249122e-08, 1.307780621573329e-07]"
/content/dataset grape disease/Black Rot/615a2495-64c3-42c6-9388-c2569f0009b5___FAM_B.Rot 3582_flipLR.JPG,1,1,"[1.1484840322482253e-18, 0.9999938011169434, 6.154472430353053e-06, 1.589144649205565e-10]"
/content/dataset grape disease/Black Rot/30a4f61a-34ef-4293-87bf-37b0b338c449___FAM_B.Rot 3121_flipLR.JPG,1,1,"[1.6408997771666378e-10, 0.999848484992981, 0.00015152258856687695, 2.6836037392286016e-08]"
/content/dataset grape disease/ESCA/30f0daf4-bad6-40bc-a77c-eb7fc04b0673___FAM_B.Msls 4445.JPG,2,2,"[1.4065554614804605e-24, 8.519350677184733e-18, 1.0, 4.1805394734526044e-20]"
/content/dataset grape disease/Healthy/6b4ec55f-3013-49fd-b08a-6d25c71565a0___Mt.N.V_HL 6153_90deg.JPG,0,0,"[0.9996542930603027, 0.00034236686769872904, 2.54700626101112e-06, 8.27890801247122e-07]"
/content/dataset grape disease/ESCA/e819b6eb-4b0d-4dee-bd8b-e0d2fcc3ee0e___FAM_B.Msls 4330.JPG,2,2,"[5.252471934144339e-23, 4.9361329246266905e-08, 1.0, 1.0950420258060145e-13]"
/content/dataset grape disease/Black Rot/7b207646-4410-4775-9eb3-64fe5bdd769b___FAM_B.Rot 3262_flipLR.JPG,1,1,"[5.410721000305159e-16, 0.9999978542327881, 2.100169922414352e-06, 3.7510694550491053e-10]"
/content/dataset grape disease/Black Rot/d2a6d775-b622-4e0f-894d-981b266378bd___FAM_B.Rot 0368.JPG,1,1,"[3.3121820504060525e-16, 0.9999986886978149, 1.2878780353275943e-06, 7.4394694848933796e-09]"
/content/dataset grape disease/Black Rot/42e774fe-ff8e-4044-8dd5-5deedc64c991___FAM_B.Rot 3148.JPG,1,1,"[4.601580769758584e-07, 0.9999799728393555, 7.876698191466858e-07, 1.8778995581669733e-05]"
/content/dataset grape disease/Black Rot/4f2e0b9d-ad36-4b62-a475-66f13ce3320b___FAM_B.Rot 0492_flipLR.JPG,1,1,"[5.441485650539741e-18, 1.0, 1.2529679516148917e-08, 2.398628518029966e-11]"
/content/dataset grape disease/Black Rot/e19f446b-ee13-4da6-a63a-103c3eedcdf2___FAM_B.Rot 3630.JPG,1,1,"[2.339930007567992e-13, 0.9999994039535522, 5.688621058652643e-07, 4.559543498316998e-08]"
/content/dataset grape disease/Healthy/5a165993-9c98-476f-a818-0145dd33f18e___Mt.N.V_HL 8932.JPG,0,0,"[0.9844672679901123, 0.00020188590860925615, 4.692014044849202e-06, 0.015326160006225109]"
/content/dataset grape disease/Leaf Blight/bedfa93f-ec00-4f0b-abd8-c004167fb98f___FAM_L.Blight 1445.JPG,3,3,"[9.123658060161688e-07, 3.0413555123232072e-06, 9.17010301026977e-10, 0.9999959468841553]"
/content/dataset grape disease/ESCA/858d021a-f2af-490b-a05a-42c9d0ed8d55___FAM_B.Msls 4175.JPG,2,2,"[1.625704690157498e-18, 7.017672554177068e-10, 1.0, 2.7604595042099445e-13]"
/content/dataset grape disease/Black Rot/a919f188-f2ef-4e7a-88f7-236491cd4ba8___FAM_B.Rot 3500_flipLR.JPG,1,1,"[8.57760973360655e-09, 0.9999974966049194, 1.9499132122291485e-06, 6.140515438346483e-07]"
/content/dataset grape disease/Leaf Blight/dcbfecfd-0883-474f-876e-c7e591168ce8___FAM_L.Blight 1571.JPG,3,3,"[1.195688437150011e-08, 1.048674569403829e-08, 7.670357404787609e-11, 1.0]"
/content/dataset grape disease/Healthy/92fbe3df-dc85-4e06-8109-3a14f5109b29___Mt.N.V_HL 6173_270deg.JPG,0,0,"[1.0, 3.5296181533084336e-09, 2.975460849929945e-11, 3.437432005704011e-10]"
/content/dataset grape disease/Leaf Blight/7303586d-6de8-489d-9b78-a26d1497ce59___FAM_L.Blight 4735.JPG,3,3,"[5.710278083714826e-11, 5.605166331079658e-10, 8.371628043568613e-13, 1.0]"
/content/dataset grape disease/ESCA/78d24f28-d246-49b3-bc11-69861671ed0d___FAM_B.Msls 4184_flipLR.JPG,2,2,"[2.793278034690704e-19, 4.435867992369502e-11, 1.0, 5.006367567142629e-14]"
/content/dataset grape disease/Black Rot/e57e758a-470a-4f9a-af1b-754fe959f97e___FAM_B.Rot 0580_flipLR.JPG,1,1,"[2.2581767185336776e-12, 1.0, 6.099700189388102e-10, 1.102743230063652e-08]"
/content/dataset grape disease/Healthy/0ac4ff49-7fbf-4644-98a4-4dc596e2fa87___Mt.N.V_HL 9004_270deg.JPG,0,0,"[0.9999945163726807, 2.1207192446581757e-07, 1.601073940094011e-08, 5.254242296359735e-06]"
/content/dataset grape disease/Healthy/d7523938-e65a-469b-bf29-656e05bfde99___Mt.N.V_HL 9046.JPG,0,0,"[0.9995471835136414, 0.00044473851448856294, 5.005266757507343e-06, 3.0053934096940793e-06]"
/content/dataset grape disease/ESCA/83312d48-c638-4e60-ba2e-84a29d99901a___FAM_B.Msls 1233_flipLR.JPG,2,2,"[8.45107248170057e-21, 3.2389473325622475e-09, 1.0, 2.724583542313601e-15]"
/content/dataset grape disease/Leaf Blight/662bff5d-6113-4081-9505-ec31cb1d36eb___FAM_L.Blight 3747.JPG,3,3,"[9.748385432217788e-11, 6.930638285496116e-10, 3.097597525703044e-11, 1.0]"
/content/dataset grape disease/ESCA/97822070-4ab0-4640-87cc-0b847203e371___FAM_B.Msls 1055.JPG,2,2,"[5.710833281963312e-12, 0.00012536058784462512, 0.9998745918273926, 6.607389080315329e-10]"
/content/dataset grape disease/ESCA/bd14c145-fab4-46b2-870f-959036de8777___FAM_B.Msls 3847.JPG,2,2,"[7.866069511429042e-20, 1.4370458989443335e-10, 1.0, 1.641238360494679e-11]"
/content/dataset grape disease/Healthy/87c9d8e2-3009-4e40-9db4-8fe35ab76599___Mt.N.V_HL 6058_270deg.JPG,0,0,"[0.9999991655349731, 7.102323138497013e-07, 8.536729656505315e-11, 1.4580464835489693e-07]"
/content/dataset grape disease/Healthy/0ac4ff49-7fbf-4644-98a4-4dc596e2fa87___Mt.N.V_HL 9004_new30degFlipLR.JPG,0,0,"[1.0, 1.0655442457194186e-12, 7.566014481596994e-11, 1.4907856282775356e-08]"
/content/dataset grape disease/ESCA/25aa33f8-caad-43e7-bc92-ffde674fc641___FAM_B.Msls 1342.JPG,2,2,"[1.1989538702128488e-11, 0.00014358603220898658, 0.9998563528060913, 1.1350347745020528e-10]"
/content/dataset grape disease/Black Rot/e95869c1-adf0-40ca-aa7c-14f930d63420___FAM_B.Rot 3537.JPG,1,1,"[1.2688475825584078e-09, 0.9983384609222412, 0.0016611970495432615, 3.98895110720332e-07]"
/content/dataset grape disease/ESCA/bd615424-a586-49e0-b807-ce0989710f84___FAM_B.Msls 4048.JPG,2,2,"[5.807609438135818e-18, 2.590076764175109e-10, 1.0, 8.79162107697562e-12]"
/content/dataset grape disease/Black Rot/9f1a7e23-58ff-41c9-a193-1e2fee242bff___FAM_B.Rot 0681_flipLR.JPG,1,1,"[5.857971337114374e-17, 0.9999935626983643, 6.466933882620651e-06, 3.247498381320213e-10]"
/content/dataset grape disease/Leaf Blight/a7f2a181-6e98-4ebe-b2c2-f1bb7c1eac9c___FAM_L.Blight 1615.JPG,3,3,"[0.00032467066193930805, 0.030590929090976715, 4.278477717889473e-06, 0.9690801501274109]"
/content/dataset grape disease/ESCA/28cf6340-9243-42d0-933e-c8afccb91b46___FAM_B.Msls 3970_flipLR.JPG,2,2,"[1.9974505941940903e-30, 3.023503539548167e-12, 1.0, 4.918542480874023e-18]"
/content/dataset grape disease/Black Rot/1151f6a1-64a7-4f9b-84d4-39f1a22466bd___FAM_B.Rot 5028_flipLR.JPG,1,1,"[1.3660183010785754e-13, 0.9999903440475464, 9.690310434962157e-06, 1.6979827544005843e-09]"
/content/dataset grape disease/Healthy/8f838b46-d591-4247-bf64-982e45e1a699___Mt.N.V_HL 8952_270deg.JPG,0,0,"[1.0, 1.1236047647855685e-09, 3.320050137589625e-11, 2.3242874291895532e-09]"
/content/dataset grape disease/Black Rot/7e991204-ece6-4749-af0e-1fc0432c5d51___FAM_B.Rot 2996.JPG,1,1,"[2.4155117905877432e-09, 0.9980980753898621, 0.0018942214082926512, 7.778262443025596e-06]"
/content/dataset grape disease/ESCA/6523a2d2-c464-47ba-8e3e-277174a61e97___FAM_B.Msls 3820_flipLR.JPG,2,2,"[3.130177963447153e-16, 1.177760111659154e-07, 0.9999998807907104, 4.487978599865272e-10]"
/content/dataset grape disease/ESCA/0de65785-c601-41dc-8099-83c73cac21c2___FAM_B.Msls 4094.JPG,2,2,"[1.7581131968688745e-19, 7.449435912576519e-08, 0.9999998807907104, 2.5290362794423704e-13]"
/content/dataset grape disease/Healthy/55b69a06-7f10-41b1-8033-cc9e6c2bea5c___Mt.N.V_HL 8949_90deg.JPG,0,0,"[1.0, 1.6892974130655602e-08, 1.6768704480529806e-12, 7.090867337744555e-10]"
/content/dataset grape disease/Black Rot/1509eec1-4fd9-4877-b52a-62bb3f7c254e___FAM_B.Rot 5098.JPG,1,1,"[8.20125009570738e-11, 0.9999868869781494, 1.2978936865692958e-05, 1.5485682069993345e-07]"
/content/dataset grape disease/Black Rot/4dd5393a-fbcd-41da-b67c-5f74c3a5851d___FAM_B.Rot 3336.JPG,1,1,"[1.0784046554780224e-15, 0.9999936819076538, 6.324169135041302e-06, 3.7930645291339715e-09]"
/content/dataset grape disease/Leaf Blight/4fb37ee9-170c-4edf-88a1-60f2d0b245be___FAM_L.Blight 1560.JPG,3,3,"[2.3031593627820257e-06, 3.051701469303225e-07, 5.2168640962690915e-08, 0.9999972581863403]"
/content/dataset grape disease/Leaf Blight/28cad5b8-7856-4656-81d4-060d8c1f9cda___FAM_L.Blight 3644_flipLR.JPG,3,3,"[7.89867282691148e-09, 3.05249668599572e-05, 5.463967340801901e-07, 0.9999688863754272]"
/content/dataset grape disease/Black Rot/902be44a-4757-4886-8a80-14d53b9eb7b0___FAM_B.Rot 0667_flipLR.JPG,1,1,"[1.4356886990016249e-12, 0.9999984502792358, 1.5586293784508598e-06, 2.9667619472206752e-08]"
/content/dataset grape disease/Leaf Blight/abef2d8b-9537-4902-a6eb-b7509bbfeb1a___FAM_L.Blight 4553.JPG,3,3,"[3.467300890847014e-10, 1.416560913014564e-08, 1.4876920225240231e-12, 1.0]"
/content/dataset grape disease/Black Rot/5ca2ac16-73d9-475d-bb60-40afddb76ef0___FAM_B.Rot 3409.JPG,1,1,"[3.2941136396402726e-07, 0.9838358163833618, 0.01616327278316021, 5.841370125381218e-07]"
/content/dataset grape disease/Leaf Blight/04b990b8-ca97-4c5a-bbda-76e703278461___FAM_L.Blight 4561_flipLR.JPG,3,3,"[2.444710579807552e-11, 5.536811564788024e-10, 8.286972670579207e-12, 1.0]"
/content/dataset grape disease/ESCA/1bfd9629-5de7-4311-b732-e45ce0af7326___FAM_B.Msls 4437.JPG,2,2,"[8.437277589009436e-23, 5.4849657260547247e-08, 1.0, 8.957349700291703e-15]"
